,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Prdm16,1.04E-06,-0.269999032,0.147,0.75,0.032189965
Msl1,1.07E-06,-0.293310551,0.176,0.819,0.033323689
Rbm25,1.09E-06,-0.574749452,0.529,1,0.033800571
Haus4,1.10E-06,-0.449136172,0.353,0.944,0.034282536
7-Mar,1.13E-06,-0.38049218,0.382,0.944,0.03499131
2310009B15Rik,1.15E-06,-0.265349057,0.088,0.667,0.035795229
Tspan3,1.17E-06,-0.45922479,0.324,0.972,0.03621762
Smc5,1.17E-06,-0.295266994,0.176,0.833,0.036430548
Atp2b1,1.21E-06,-0.583180908,0.471,1,0.037434054
Zmynd11,1.21E-06,-0.268782236,0.176,0.806,0.037562573
Ect2,1.26E-06,-0.315515424,0.206,0.861,0.039231894
Arih1,1.28E-06,-0.271510966,0.147,0.778,0.039875656
Rasa1,1.29E-06,-0.387985645,0.294,0.986,0.040147193
Zfp217,1.30E-06,-0.307880907,0.176,0.833,0.040473083
Rev1,1.44E-06,-0.287988153,0.294,0.944,0.044634164
Zfhx3,1.49E-06,-0.304636264,0.088,0.667,0.04628185
Lrp6,1.50E-06,-0.260339497,0.118,0.722,0.046585439
Arid2,1.51E-06,-0.264988717,0.147,0.764,0.046864978
Utp4,1.52E-06,-0.251026747,0.294,0.958,0.047278066
Usp42,1.55E-06,-0.261051684,0.265,0.903,0.048187381
Gtf3c2,1.58E-06,-0.262892817,0.206,0.833,0.048914823
Heca,1.64E-06,-0.266227071,0.147,0.778,0.051048737
Ddhd2,1.67E-06,-0.456003675,0.353,0.944,0.051711875
2610507B11Rik,1.67E-06,-0.298661464,0.118,0.694,0.052007016
Txnrd3,1.72E-06,-0.268700576,0.206,0.903,0.053456094
Smu1,1.75E-06,-0.300364219,0.235,0.889,0.054379367
Kdm2b,1.75E-06,-0.281347498,0.176,0.819,0.054405141
Rbm27,1.78E-06,-0.431832345,0.529,1,0.055361402
Tlk2,1.80E-06,-0.288470786,0.206,0.847,0.055881826
Rnf170,1.81E-06,-0.271352032,0.206,0.889,0.056126341
Znhit3,1.84E-06,-0.290572599,0.176,0.806,0.057155827
Slc25a39,1.86E-06,-0.294958983,0.147,0.736,0.057673596
Foxn3,1.87E-06,-0.344899311,0.235,0.875,0.058080507
Polr2a,1.87E-06,-0.312191654,0.206,0.889,0.058080507
Atp6ap1,1.94E-06,-0.274583657,0.206,0.833,0.060179202
Cnot3,1.94E-06,-0.261598519,0.176,0.819,0.060358557
Dlg1,2.00E-06,-0.294340154,0.176,0.792,0.061999845
Mllt10,2.01E-06,-0.35961918,0.324,0.986,0.06253517
Sf3b1,2.03E-06,-0.492649312,0.618,0.986,0.063113055
Fcho2,2.03E-06,-0.25964702,0.147,0.75,0.063180188
Trim27,2.04E-06,-0.292099181,0.176,0.806,0.063412694
Zbtb10,2.07E-06,-0.275604933,0.235,0.931,0.064149284
Dync1h1,2.16E-06,-0.287557143,0.176,0.819,0.066935181
Tpp2,2.16E-06,-0.304075299,0.176,0.778,0.067071047
Kmt2b,2.18E-06,-0.278029039,0.147,0.75,0.067758953
Socs7,2.18E-06,-0.250805993,0.059,0.597,0.067760418
Larp4b,2.19E-06,-0.320658219,0.441,1,0.068136117
Iws1,2.22E-06,-0.298140431,0.235,0.875,0.068873178
Tle4,2.27E-06,-0.39335887,0.353,0.972,0.070339493
Cenpe,2.30E-06,-0.270961103,0.324,0.972,0.071449903
Birc6,2.37E-06,-0.344262285,0.235,0.917,0.073722356
Dennd1b,2.41E-06,-0.274072823,0.147,0.778,0.074904095
Rchy1,2.46E-06,-0.264003014,0.176,0.847,0.076477635
Rab11fip2,2.47E-06,-0.288740579,0.206,0.819,0.076727512
Tmcc3,2.50E-06,-0.37199792,0.265,0.903,0.07754467
Srsf10,2.53E-06,-0.57337181,0.412,0.986,0.078646727
Ube3a,2.68E-06,-0.487339383,0.412,0.944,0.083128698
Syncrip,2.69E-06,-0.327722672,0.294,0.917,0.083496777
Tnrc6a,2.77E-06,-0.352690727,0.353,0.986,0.085891229
Ubap2,2.79E-06,-0.443259766,0.324,0.944,0.086762573
Eif2s3x,2.82E-06,-0.295375929,0.176,0.792,0.087486407
Wee1,2.88E-06,-0.262141711,0.147,0.75,0.089468313
Ate1,2.91E-06,-0.279992,0.235,0.875,0.09024995
Hexdc,2.93E-06,-0.291596923,0.147,0.736,0.090845123
Brd3,2.97E-06,-0.253844236,0.324,0.931,0.092232362
Iqgap1,2.98E-06,-0.363581202,0.176,0.75,0.092497691
Ep400,2.99E-06,-0.347052596,0.294,0.958,0.09273407
Ddx6,3.01E-06,-0.406555352,0.324,0.986,0.093378872
Efcab14,3.05E-06,-0.325690083,0.235,0.833,0.094765242
Ranbp9,3.13E-06,-0.296481846,0.206,0.819,0.097324735
Bcor,3.17E-06,-0.345658577,0.265,0.958,0.098570407
Mvb12b,3.31E-06,-0.281088554,0.147,0.75,0.102687232
Sgo1,3.34E-06,-0.289713876,0.176,0.792,0.103739726
Cs,3.35E-06,-0.25867549,0.088,0.625,0.103930281
Stt3b,3.37E-06,-0.281684035,0.294,0.931,0.104598596
Smarca4,3.64E-06,-0.273950686,0.412,0.986,0.113145913
Noc4l,3.65E-06,-0.269755439,0.176,0.833,0.113274291
Cdv3,3.70E-06,-0.565060412,0.735,1,0.114831939
Nudt4,3.87E-06,-0.260116616,0.059,0.569,0.12012191
Fyn,3.92E-06,-0.267477907,0.118,0.653,0.121779235
Thoc2,3.93E-06,-0.276565033,0.294,0.944,0.122183537
Irf2bp2,4.02E-06,-0.369489827,0.235,0.847,0.124892072
Golga4,4.12E-06,-0.430589885,0.529,0.986,0.127895007
Cadm1,4.20E-06,-0.319395727,0.206,0.847,0.130271494
Klf7,4.26E-06,-0.308231365,0.147,0.764,0.132385527
Upf3b,4.48E-06,-0.343087141,0.265,0.889,0.13918956
Atad2,4.64E-06,-0.28682949,0.235,0.889,0.143976641
Trmt10a,4.73E-06,-0.257176028,0.118,0.681,0.146767195
Mtpn,4.76E-06,-0.420207032,0.382,0.944,0.147797266
Rragc,4.85E-06,-0.305787836,0.206,0.819,0.150472297
Nav2,4.92E-06,-0.33553521,0.029,0.514,0.152923311
Thoc3,5.03E-06,-0.413563537,0.324,0.931,0.156171949
Cecr2,5.21E-06,-0.28983197,0.412,0.986,0.161905189
Set,5.36E-06,-0.454098381,0.588,1,0.166371138
Zmym5,5.41E-06,-0.26334908,0.265,0.917,0.168103595
Rbm46,5.56E-06,-0.530596052,0.441,0.972,0.17270497
Cdyl,5.60E-06,-0.368401065,0.324,0.972,0.173807528
Plk4,5.83E-06,-0.251103251,0.176,0.806,0.180966502
Jak1,5.95E-06,-0.391418491,0.382,0.986,0.184839501
Tfdp2,5.99E-06,-0.346094053,0.147,0.736,0.186000727
Rsrp1,6.00E-06,-0.288071186,0.235,0.861,0.18645363
Maf1,6.19E-06,-0.286124135,0.147,0.736,0.192354425
G3bp2,6.43E-06,-0.425080295,0.824,1,0.199787674
Myo10,6.47E-06,-0.310542809,0.059,0.556,0.200971405
Cpne3,6.55E-06,-0.424087898,0.382,0.986,0.20352546
Esco2,6.83E-06,-0.359209796,0.294,0.889,0.211987097
Ybx3,6.85E-06,-0.383070019,0.294,0.875,0.21269321
Crybg3,6.85E-06,-0.297805847,0.235,0.903,0.21269321
Gtf2h1,7.03E-06,-0.267687662,0.147,0.708,0.218231402
Gdpd1,7.09E-06,-0.48105206,0.882,1,0.220113655
Evi5,7.24E-06,-0.370292083,0.382,0.958,0.224813457
Orc6,7.39E-06,-0.277764852,0.235,0.819,0.229574994
Phf20,7.50E-06,-0.454962427,0.471,0.972,0.233014546
Ccnt1,7.89E-06,-0.275647789,0.265,0.903,0.245018687
Btaf1,7.96E-06,-0.251490556,0.206,0.806,0.247114276
Trap1a,8.04E-06,-0.253487884,0.235,0.861,0.24969602
Ammecr1,8.17E-06,-0.284903465,0.118,0.681,0.253548274
Hsp90b1,8.24E-06,-0.443234393,0.706,1,0.255798405
Auts2,8.34E-06,-0.339050479,0.294,0.972,0.259087853
Sde2,8.37E-06,-0.320756277,0.294,0.931,0.259922098
Klhl15,8.42E-06,-0.302376387,0.265,0.958,0.261415139
Usp47,8.55E-06,-0.286683303,0.294,0.944,0.265608441
Rhot1,8.58E-06,-0.276021446,0.118,0.667,0.266356224
Nkap,8.59E-06,-0.279586149,0.235,0.875,0.266849636
Brd2,8.68E-06,-0.534334636,0.588,0.944,0.269614056
Sf3b4,8.78E-06,-0.305399023,0.294,0.903,0.272585829
Col3a1,8.94E-06,-0.36127839,0.059,0.556,0.277564941
Chmp4b,8.97E-06,-0.306505454,0.324,0.931,0.278577529
Nln,8.98E-06,-0.25409491,0.206,0.833,0.278847409
Rnf126,9.44E-06,-0.276572353,0.265,0.931,0.293068607
Akap9,9.87E-06,-0.301736245,0.441,0.972,0.306359889
Ddx19a,9.99E-06,-0.252252686,0.176,0.792,0.310107305
Tmem9,1.02E-05,-0.253189178,0.265,0.903,0.316242772
Rock1,1.04E-05,-0.324880389,0.588,1,0.32401864
Mtdh,1.05E-05,-0.357565021,0.441,0.986,0.324641701
Rnpc3,1.07E-05,-0.29011927,0.265,0.833,0.331941041
Phc1,1.07E-05,-0.285524179,0.235,0.847,0.331941041
Atp6v1c1,1.10E-05,-0.364453681,0.324,0.931,0.342086344
Nvl,1.15E-05,-0.270900891,0.265,0.861,0.355567825
Zbed3,1.20E-05,-0.476293646,0.441,0.917,0.372729994
Nt5c2,1.21E-05,-0.300219222,0.206,0.764,0.375171614
Rmnd5a,1.22E-05,-0.315804514,0.265,0.861,0.378796405
Fen1,1.24E-05,-0.256286232,0.206,0.833,0.384144745
Coro1c,1.28E-05,-0.261798931,0.206,0.833,0.39654932
Cast,1.29E-05,-0.318841779,0.324,0.903,0.401662222
Pum1,1.30E-05,-0.29889838,0.294,0.931,0.404355302
Kmt5a,1.31E-05,-0.311671313,0.265,0.819,0.405870676
Cul4a,1.33E-05,-0.294282211,0.176,0.792,0.414324633
Pelp1,1.34E-05,-0.2944184,0.235,0.861,0.415842381
Tiparp,1.39E-05,-0.332549943,0.265,0.944,0.430396196
Brd4,1.41E-05,-0.316317502,0.294,0.903,0.43754217
Rere,1.42E-05,-0.314977877,0.294,0.889,0.440115215
Ddx3x,1.42E-05,-0.454394996,0.441,1,0.440551243
Ywhaz,1.46E-05,-0.426026848,0.441,1,0.454365165
Snrnp48,1.47E-05,-0.26650198,0.235,0.861,0.456979745
Ccnl1,1.49E-05,-0.333146834,0.265,0.903,0.461207441
Usp1,1.50E-05,-0.257535069,0.294,0.903,0.465681868
Nbeal1,1.52E-05,-0.343973761,0.265,0.889,0.470457288
Senp6,1.56E-05,-0.386976843,0.353,0.972,0.485132552
Baz1a,1.58E-05,-0.334690208,0.324,0.931,0.489758841
Srrm2,1.59E-05,-0.44909913,0.765,1,0.493738233
Chchd4,1.61E-05,-0.257725399,0.265,0.889,0.500691345
Ypel3,1.69E-05,-0.305452178,0.265,0.847,0.526034523
Srsf11,1.76E-05,-0.33431699,0.471,0.986,0.546328378
Wnk1,1.77E-05,-0.490885025,0.5,0.986,0.550896023
Zp2,1.88E-05,-0.35269574,0.206,0.75,0.583651699
Tcf12,1.89E-05,-0.30503335,0.324,0.917,0.586443888
Gnpat,1.98E-05,-0.265527162,0.176,0.722,0.61420686
Mrps25,2.03E-05,-0.367813025,0.294,0.917,0.62934106
Elavl2,2.04E-05,-0.431780165,0.559,1,0.634744758
Mlf1,2.06E-05,-0.253395183,0.147,0.667,0.639907104
Cd2bp2,2.13E-05,-0.257071141,0.147,0.667,0.660936945
Ubr4,2.19E-05,-0.273841405,0.294,0.889,0.678573237
Mov10l1,2.27E-05,-0.45477673,0.676,1,0.706410188
Ddx46,2.64E-05,-0.324925896,0.647,1,0.818338864
1810058I24Rik,2.72E-05,-0.294656377,0.324,0.917,0.845060764
Canx,2.77E-05,-0.443821681,0.471,0.986,0.860115221
Cdca7,3.03E-05,-0.263777485,0.147,0.667,0.940151237
Dnajc5,3.08E-05,-0.254435729,0.294,0.847,0.95755145
Son,3.35E-05,-0.388468634,0.676,1,1
Ccdc88c,3.48E-05,-0.318906741,0.382,0.917,1
Mark2,3.57E-05,-0.26957956,0.235,0.833,1
Tep1,3.72E-05,-0.290130002,0.176,0.694,1
Mdm4,3.78E-05,-0.367919862,0.324,0.917,1
Kif5b,3.86E-05,-0.359615172,0.353,0.972,1
Agpat5,3.90E-05,-0.259277904,0.294,0.875,1
Rock2,3.97E-05,-0.390932139,0.353,0.917,1
Nucks1,4.22E-05,-0.398173381,0.618,1,1
Dcaf8,4.40E-05,-0.313649348,0.382,0.972,1
Ptp4a2,4.47E-05,-0.349522058,0.559,0.986,1
Ppp2ca,4.48E-05,-0.264970932,0.353,0.944,1
Ctbp1,4.49E-05,-0.326661519,0.324,0.903,1
Arl6ip1,4.56E-05,-0.463218157,0.559,1,1
Alyref,4.63E-05,-0.326550831,0.412,0.986,1
Wapl,4.63E-05,-0.263587379,0.412,0.986,1
Ssrp1,4.64E-05,-0.367306444,0.5,1,1
Zc3h13,4.67E-05,-0.400459408,0.441,0.944,1
Ccar1,4.68E-05,-0.392515174,0.441,0.931,1
Eprs,4.79E-05,-0.309715706,0.735,1,1
Mpp6,4.80E-05,-0.358771905,0.441,0.944,1
Hells,5.13E-05,-0.35330197,0.676,1,1
Gsk3b,5.20E-05,-0.30092066,0.441,0.972,1
Qser1,5.36E-05,-0.255217471,0.206,0.75,1
Ybx2,5.49E-05,-0.439387064,0.529,0.972,1
Tnks2,5.55E-05,-0.279206519,0.265,0.889,1
Luc7l3,5.59E-05,-0.266835719,0.559,1,1
Pkn2,5.89E-05,-0.427622345,0.412,0.958,1
Qk,6.63E-05,-0.306663374,0.353,0.931,1
Ptpn18,6.82E-05,-0.412746258,0.382,0.917,1
Srrm1,7.29E-05,-0.376035842,0.618,1,1
Zfp664,7.33E-05,-0.290448136,0.353,0.944,1
Fam133b,7.75E-05,-0.278638611,0.353,0.917,1
Xrn2,7.99E-05,-0.285823415,0.412,0.917,1
Nudcd3,8.34E-05,-0.320405567,0.382,0.931,1
Arl6ip4,9.29E-05,-0.261836322,0.382,0.889,1
Naa35,9.90E-05,-0.317883813,0.588,1,1
Cul5,9.93E-05,-0.360624206,0.412,0.972,1
Myo9a,9.96E-05,-0.26481923,0.294,0.847,1
Eif3a,0.000103025,-0.323605331,0.765,0.972,1
Phf14,0.000110733,-0.349758532,0.5,0.972,1
Hnrnpr,0.000116175,-0.355010417,0.412,0.958,1
4931406P16Rik,0.000116798,-0.254883908,0.353,0.931,1
Ube2f,0.000118643,-0.270138097,0.294,0.903,1
Tra2b,0.00012519,-0.29987953,0.412,0.986,1
Tmem234,0.000125777,-0.293862105,0.441,0.958,1
Cnot4,0.000125777,-0.27133887,0.441,0.958,1
Srpk2,0.000126255,-0.270328191,0.441,0.944,1
Tmem59,0.000134073,-0.311088222,0.382,0.944,1
Lactb,0.000134079,-0.250079588,0.382,0.944,1
Lage3,0.000138524,-0.324670342,0.471,0.944,1
Rasa2,0.000139719,-0.351594485,0.353,0.917,1
Ddx42,0.000147643,-0.339542387,0.353,0.917,1
Acin1,0.000157317,-0.316135077,0.5,0.917,1
Smg6,0.000162274,-0.25549373,0.294,0.889,1
Vps26a,0.000162496,-0.262612918,0.412,0.931,1
Pcif1,0.000162496,-0.259922211,0.382,0.944,1
Ptbp2,0.000175663,-0.397667022,0.559,1,1
Rsbn1l,0.000185191,-0.26165606,0.382,0.972,1
Gclm,0.000193626,-0.296253836,0.735,1,1
Matr3,0.000211053,-0.363579491,0.441,0.958,1
Erlec1,0.00022315,-0.302860459,0.324,0.889,1
Hacd2,0.000223565,-0.306663391,0.441,0.944,1
Luc7l2,0.00022367,-0.293656746,0.588,0.986,1
Atrx,0.000242978,-0.320345181,0.382,0.958,1
0610012G03Rik,0.000257218,-0.402884145,0.618,1,1
0610010K14Rik,0.000258416,-0.306128397,0.529,0.972,1
Dusp12,0.000258468,-0.355441307,0.5,0.958,1
Dnajc21,0.000280345,-0.364881703,0.706,1,1
Eea1,0.000285775,-0.301294846,0.618,1,1
Tcl1,0.000313074,-0.304926991,0.412,0.931,1
Pcgf6,0.000346398,-0.271965658,0.618,0.986,1
Srsf9,0.000360502,-0.319846531,0.441,0.931,1
Smchd1,0.000381169,-0.383097188,0.559,0.986,1
Grpel2,0.000392514,-0.263112603,0.294,0.778,1
Mat2a,0.000420964,-0.294209131,0.382,0.958,1
Snw1,0.000422857,-0.295658499,0.441,0.903,1
Dnajb11,0.000437494,-0.28123505,0.412,0.944,1
Ppp4r2,0.000479834,-0.276075217,0.559,0.986,1
Cdc34,0.000612337,-0.300833397,0.353,0.917,1
Atxn7l3b,0.000645242,-0.275648298,0.412,0.958,1
Pnisr,0.000712731,-0.300023249,0.441,0.944,1
Eif5,0.00072129,-0.380622936,0.794,1,1
Nop56,0.00072807,-0.257367389,0.353,0.944,1
Vps13a,0.000758546,-0.286141346,0.529,0.986,1
Padi6,0.000794901,-0.331913543,0.118,0.486,1
Smarcc1,0.000802998,-0.305220356,0.559,1,1
Odc1,0.000902374,-0.267138192,0.441,0.972,1
Setd4,0.001040976,-0.265033233,0.412,0.875,1
Arid5b,0.0011138,-0.324812931,0.147,0.5,1
Sin3b,0.00113944,-0.299592274,0.706,1,1
Eif4ebp1,0.001148505,-0.299382964,0.471,0.958,1
Nasp,0.001223658,-0.325446375,0.706,1,1
Calr,0.001816956,-0.365165904,0.676,1,1
H2afy,0.001955782,-0.294512438,0.824,1,1
Zp3,0.002001899,-0.309168204,0.118,0.458,1
Usp16,0.002178186,-0.257620681,0.5,0.972,1
Svbp,0.00219729,-0.259897669,0.618,1,1
Nop10,0.00235056,-0.262982146,0.559,0.972,1
Sh3bgrl3,0.002372804,-0.282097659,0.471,0.972,1
Smc6,0.002502381,-0.254657931,0.735,1,1
Hspa5,0.003047374,-0.304494308,0.559,0.986,1
Tsn,0.003123168,-0.270500066,0.735,1,1
Id2,0.003679503,-0.329173849,0.559,1,1
Srp72,0.003684054,-0.250434758,0.5,0.986,1
Lsm12,0.003773628,-0.260180605,0.529,0.944,1
Tex15,0.004303896,-0.390991498,0.647,1,1
Pcbp2,0.004709629,-0.265290665,0.794,1,1
Uqcc2,0.004711829,-0.280639755,0.824,1,1
Dlgap4,0.004756628,-0.285952655,0.618,0.972,1
Prrc2c,0.005767761,-0.320397647,0.647,0.986,1
Ccno,0.006033522,-0.266097745,0.559,0.986,1
Mbd3,0.006646879,-0.265447166,0.559,0.958,1
Mgp,0.011787799,-0.251176256,0.265,0.694,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
