,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Bet1l,6.38E-08,-0.28083689,0.056,0.426,0.001980792
Clock,6.40E-08,-0.255042223,0.153,0.588,0.001988696
Ip6k2,6.41E-08,-0.27372237,0.069,0.445,0.001991478
Baz1b,6.42E-08,-0.288458833,0.194,0.629,0.001993014
Mff,6.49E-08,-0.380198355,0.389,0.842,0.002016452
Xrn2,6.56E-08,-0.286964544,0.25,0.717,0.002037617
Jun,6.68E-08,-0.346357864,0.125,0.522,0.002074349
Arpc2,6.92E-08,-0.387496284,0.472,0.915,0.002150031
Zdhhc20,7.16E-08,-0.288654034,0.125,0.533,0.002223931
2810403A07Rik,7.16E-08,-0.283761317,0.014,0.342,0.002224133
Gm26518,7.22E-08,-0.336210486,0,0.312,0.002243301
Kit,7.60E-08,-0.366507598,0.111,0.496,0.002359624
Ppp2ca,7.64E-08,-0.298760417,0.306,0.761,0.00237151
Yes1,7.70E-08,-0.278445393,0.042,0.393,0.002392171
Dbf4,7.74E-08,-0.317953021,0.236,0.684,0.00240279
Pcf11,7.87E-08,-0.288139091,0.028,0.36,0.002444095
Gbf1,8.09E-08,-0.287081521,0.056,0.415,0.00251251
Jmjd1c,8.39E-08,-0.330991846,0.097,0.482,0.002606341
Arid4b,8.42E-08,-0.367298726,0.361,0.827,0.002613321
Mta1,8.62E-08,-0.257539407,0.069,0.438,0.002677343
Cdc42bpa,8.78E-08,-0.295056478,0.083,0.463,0.002727706
Kmt5a,8.97E-08,-0.277630955,0.194,0.629,0.002786412
Plagl2,9.03E-08,-0.250781646,0.014,0.338,0.002804984
Arid2,9.36E-08,-0.257947959,0.153,0.588,0.002907672
Ap3b1,9.56E-08,-0.251029122,0.139,0.555,0.002968247
Ccnl1,9.69E-08,-0.365813671,0.222,0.673,0.003009354
Zfp106,9.75E-08,-0.379745037,0.319,0.761,0.003026403
Ptprs,1.01E-07,-0.289110419,0.069,0.441,0.003142911
Smad4,1.02E-07,-0.300534964,0.167,0.577,0.003156392
Glg1,1.03E-07,-0.36759679,0.236,0.643,0.00319397
Yeats2,1.05E-07,-0.284827107,0.042,0.386,0.003274644
Txndc9,1.06E-07,-0.324277622,0.278,0.746,0.00328542
Pds5b,1.07E-07,-0.345792178,0.014,0.331,0.003322446
Copa,1.07E-07,-0.386810808,0.292,0.732,0.003328242
Vezf1,1.09E-07,-0.260097982,0.083,0.467,0.003378014
Rfxap,1.10E-07,-0.274462803,0.25,0.695,0.003404806
Eprs,1.10E-07,-0.259568266,0.5,0.897,0.003405798
Ythdc1,1.12E-07,-0.384623245,0.444,0.886,0.003463693
Fam208a,1.13E-07,-0.285304591,0.153,0.57,0.003516618
Atr,1.14E-07,-0.382094969,0.306,0.724,0.003538245
Magi3,1.14E-07,-0.26173029,0.014,0.331,0.003548922
Helz,1.16E-07,-0.272201203,0.111,0.504,0.003589668
Ktn1,1.16E-07,-0.40644177,0.486,0.908,0.003602646
Phf21a,1.19E-07,-0.366912456,0.278,0.735,0.003682034
Cnot1,1.21E-07,-0.301063456,0.306,0.783,0.003749631
Cep83,1.25E-07,-0.326625482,0.264,0.713,0.003877295
Ube2e1,1.25E-07,-0.314912957,0.444,0.871,0.003890761
Hdac4,1.29E-07,-0.276379222,0.028,0.36,0.00400431
Upf2,1.30E-07,-0.271655425,0.222,0.669,0.004040491
Golga5,1.32E-07,-0.270960984,0.083,0.456,0.004103216
Togaram1,1.33E-07,-0.25019884,0.056,0.415,0.004120164
Rbm6,1.36E-07,-0.321768441,0.194,0.629,0.004223129
Ehmt1,1.36E-07,-0.307083412,0.194,0.625,0.004226131
Cklf,1.36E-07,-0.321336512,0.167,0.562,0.004228509
Sirt3,1.38E-07,-0.311410754,0.056,0.401,0.004286814
Tef,1.39E-07,-0.279014804,0.125,0.526,0.004312211
Gm47283,1.40E-07,-0.307006415,0.319,0.768,0.004349359
Mbtd1,1.41E-07,-0.304433104,0.194,0.647,0.004378597
Tbl1x,1.45E-07,-0.28130297,0.25,0.732,0.00450052
Mob2,1.45E-07,-0.254892253,0.097,0.485,0.00450824
Dcun1d1,1.45E-07,-0.333751921,0.167,0.581,0.004514143
Crebrf,1.48E-07,-0.26430887,0.125,0.526,0.004596303
Sertad2,1.50E-07,-0.252666994,0.056,0.404,0.004644383
Itfg1,1.50E-07,-0.277677679,0.125,0.522,0.004654289
Mat2a,1.61E-07,-0.276679231,0.556,0.923,0.004993315
Ofd1,1.61E-07,-0.296993484,0.389,0.838,0.004998742
Akt3,1.63E-07,-0.258793842,0.056,0.408,0.005067322
Rlf,1.63E-07,-0.253003941,0.083,0.46,0.005074778
Nudcd2,1.64E-07,-0.311135345,0.097,0.467,0.005103156
Kdm2b,1.65E-07,-0.268107387,0.069,0.43,0.005124525
Ccnk,1.66E-07,-0.277312217,0.083,0.452,0.005150297
Tpr,1.66E-07,-0.327848889,0.569,0.934,0.005158785
Socs7,1.67E-07,-0.276379521,0.056,0.404,0.005195728
Purb,1.72E-07,-0.31209449,0.069,0.423,0.005351863
Atxn7,1.74E-07,-0.256487645,0.042,0.382,0.005399447
Neb,1.84E-07,-0.317013709,0.056,0.408,0.005714027
Otud5,1.90E-07,-0.255118513,0.208,0.643,0.005903361
Mier1,1.94E-07,-0.294821099,0.139,0.54,0.006010471
Usp48,1.95E-07,-0.259321829,0.056,0.401,0.006057224
AI314180,1.97E-07,-0.261210865,0.208,0.658,0.006125318
Atp6v1a,2.00E-07,-0.256849349,0.181,0.596,0.006224224
Rbm4b,2.01E-07,-0.301044944,0.153,0.555,0.00625542
Foxp1,2.06E-07,-0.295207296,0.042,0.371,0.006403935
Pabpc1,2.09E-07,-0.415960378,0.778,0.982,0.006503482
Mov10l1,2.12E-07,-0.341542851,0.514,0.904,0.006577215
Dag1,2.13E-07,-0.270463879,0.014,0.324,0.006627583
Nxf1,2.14E-07,-0.287005579,0.208,0.643,0.006657287
Pten,2.15E-07,-0.27231703,0.181,0.618,0.006674976
Ryk,2.16E-07,-0.26334731,0.014,0.32,0.006709282
Clip4,2.17E-07,-0.268627048,0.167,0.581,0.006741883
Usp54,2.18E-07,-0.26390763,0.028,0.349,0.006777244
Ddi2,2.22E-07,-0.267796964,0.069,0.426,0.006886534
2410004B18Rik,2.25E-07,-0.261825779,0.097,0.478,0.006998715
Ddx3x,2.28E-07,-0.363030128,0.361,0.754,0.007086445
Ankrd10,2.30E-07,-0.272963646,0.042,0.375,0.007153268
Topaz1,2.34E-07,-0.314074601,0.292,0.702,0.007279015
Eif4g3,2.35E-07,-0.275739835,0.375,0.787,0.007292669
Ppig,2.35E-07,-0.308770581,0.667,0.956,0.007302523
Rab3gap2,2.39E-07,-0.266902788,0.069,0.426,0.007425011
Celf2,2.39E-07,-0.296225365,0.25,0.71,0.007436551
Tsc22d2,2.49E-07,-0.296134132,0.139,0.544,0.00773941
Thoc2,2.50E-07,-0.315854661,0.458,0.912,0.007748328
Noct,2.59E-07,-0.282439927,0.111,0.485,0.008047968
Topors,2.73E-07,-0.250285722,0.097,0.478,0.008489853
Zdhhc23,2.78E-07,-0.252899869,0.042,0.371,0.008628293
Dnmt3a,2.78E-07,-0.2876425,0.069,0.419,0.00864422
Zfp609,2.80E-07,-0.253366302,0.014,0.32,0.008701377
Mast2,2.88E-07,-0.272309292,0.083,0.434,0.008947026
Slf1,3.06E-07,-0.297057022,0.083,0.445,0.009517519
Grb2,3.09E-07,-0.26950419,0.083,0.445,0.009595534
Wapl,3.12E-07,-0.32801612,0.292,0.728,0.009699674
Top1,3.18E-07,-0.370261684,0.444,0.886,0.009859634
Btaf1,3.26E-07,-0.25985319,0.125,0.511,0.010131246
Slc25a23,3.27E-07,-0.265399722,0.083,0.445,0.010159186
Tomm5,3.27E-07,-0.266476686,0.097,0.456,0.010161959
2810474O19Rik,3.31E-07,-0.289672299,0.097,0.463,0.010285478
Srrm2,3.33E-07,-0.28666272,0.819,0.985,0.010334387
D10Wsu102e,3.38E-07,-0.500565381,0.292,0.706,0.010484117
Crk,3.56E-07,-0.28697196,0.111,0.474,0.011049412
Hbs1l,3.62E-07,-0.324434342,0.222,0.647,0.011232116
Snx16,3.67E-07,-0.291533266,0.194,0.581,0.011386356
Letm2,3.78E-07,-0.276495868,0.097,0.46,0.011723959
Dennd1a,3.82E-07,-0.295068713,0.069,0.408,0.011847089
Ubap2l,3.85E-07,-0.348514602,0.528,0.926,0.011966064
Tex9,3.90E-07,-0.279540089,0.083,0.423,0.012105426
Ctnna1,3.99E-07,-0.283950444,0.056,0.386,0.012393645
AC149090.1,4.03E-07,-0.296478251,0.042,0.364,0.012515656
Atpaf1,4.10E-07,-0.2712436,0.125,0.5,0.012724923
Bfar,4.29E-07,-0.284967548,0.153,0.537,0.013323305
Nexmif,4.30E-07,-0.290313002,0.028,0.338,0.013355562
Dock7,4.31E-07,-0.270672619,0.181,0.585,0.013374698
Phc1,4.38E-07,-0.260471805,0.153,0.559,0.013614141
1600020E01Rik,4.49E-07,-0.318822599,0.042,0.353,0.013957365
Lsm12,4.61E-07,-0.283846346,0.25,0.684,0.014314497
Rsbn1,4.66E-07,-0.255698719,0.056,0.393,0.014485337
Hcfc2,4.71E-07,-0.284010476,0.167,0.566,0.014629174
Cpeb1,4.77E-07,-0.284840246,0.333,0.809,0.014825374
Rbpms2,4.78E-07,-0.321300438,0.333,0.801,0.014838232
Med1,4.80E-07,-0.253412406,0.208,0.618,0.014912035
Cux1,4.87E-07,-0.267790362,0.042,0.364,0.015135752
Tnpo3,4.90E-07,-0.286888861,0.167,0.574,0.01523064
Piwil2,4.92E-07,-0.33042388,0.292,0.724,0.015275703
Cdk16,5.00E-07,-0.25206101,0.139,0.526,0.015541425
Cables2,5.14E-07,-0.256340682,0,0.279,0.015951426
Usp26,5.20E-07,-0.47529368,0.167,0.537,0.01614232
Chaf1a,5.23E-07,-0.278421744,0.083,0.43,0.016245202
Smg7,5.27E-07,-0.290619727,0.083,0.419,0.016361216
Ppp1r9a,5.38E-07,-0.250407097,0.014,0.309,0.016698562
Pwwp2a,5.40E-07,-0.286719889,0.097,0.445,0.016760224
Zbtb10,5.49E-07,-0.252824953,0.069,0.408,0.017051151
Nip7,5.73E-07,-0.363882443,0.111,0.463,0.017807895
Rai1,5.79E-07,-0.264288401,0.014,0.305,0.017994965
Nkiras1,5.89E-07,-0.266946025,0.139,0.522,0.018293569
C2cd5,5.96E-07,-0.257734289,0.014,0.305,0.018496395
Paip2b,5.98E-07,-0.390670099,0.097,0.449,0.018572494
Ralgps2,6.01E-07,-0.274124643,0.222,0.643,0.018654026
Clk1,6.10E-07,-0.326329667,0.153,0.544,0.018934925
Dph6,6.18E-07,-0.255528678,0.042,0.357,0.019204859
Plk4,6.25E-07,-0.288236815,0.111,0.478,0.019417216
Trim35,6.56E-07,-0.252808272,0.028,0.331,0.020375535
Tial1,6.90E-07,-0.30798537,0.292,0.728,0.021419342
Yy1,7.03E-07,-0.27073886,0.236,0.673,0.021842119
Taz,7.15E-07,-0.270442718,0.083,0.434,0.02218987
Secisbp2,7.36E-07,-0.266769215,0.153,0.529,0.022844459
Rictor,7.48E-07,-0.315213394,0.125,0.489,0.02322485
Tln2,7.72E-07,-0.271684865,0.069,0.397,0.023983654
Dazap2,7.74E-07,-0.287119067,0.208,0.603,0.0240465
Banp,7.76E-07,-0.280485726,0.042,0.349,0.024090188
Ablim1,8.04E-07,-0.379817037,0.375,0.732,0.024981484
Atp6v1b2,8.09E-07,-0.250418901,0.083,0.419,0.025114712
Mtdh,8.30E-07,-0.344610829,0.542,0.941,0.02578483
Serinc1,8.51E-07,-0.270911092,0.181,0.566,0.02641129
R3hdm2,8.53E-07,-0.319992785,0.222,0.632,0.026476899
Hic2,8.74E-07,-0.269528927,0.069,0.401,0.027141752
Acbd3,8.81E-07,-0.318972251,0.278,0.699,0.027352042
Appl1,9.18E-07,-0.297880278,0.194,0.574,0.028514463
Zc3h8,9.19E-07,-0.265508988,0.083,0.419,0.02854595
Cnbp,9.25E-07,-0.30907592,0.542,0.945,0.028720366
Dlst,9.60E-07,-0.268404312,0.125,0.493,0.029796253
Ap3d1,9.83E-07,-0.257120557,0.167,0.562,0.030516181
Gsk3b,9.99E-07,-0.264445347,0.25,0.662,0.031030993
Bod1,1.01E-06,-0.273842412,0.083,0.423,0.031392935
Noa1,1.04E-06,-0.255862419,0.139,0.529,0.032349857
Atg14,1.07E-06,-0.267639696,0.125,0.485,0.033294871
Atp11c,1.10E-06,-0.258292156,0.097,0.441,0.034127869
Fermt2,1.10E-06,-0.305237501,0.181,0.551,0.034186742
Zfp263,1.11E-06,-0.251303346,0.069,0.401,0.034599364
Cep162,1.12E-06,-0.270698977,0.153,0.548,0.034667229
Fyco1,1.14E-06,-0.266257365,0.014,0.29,0.035338642
Ocrl,1.15E-06,-0.263469279,0.069,0.386,0.035796246
D3Ertd751e,1.15E-06,-0.28883366,0.028,0.32,0.035807585
8030474K03Rik,1.16E-06,-0.298798809,0.375,0.809,0.035993236
Ctnnb1,1.16E-06,-0.28442211,0.361,0.794,0.036057492
Tmem230,1.21E-06,-0.262685785,0.292,0.735,0.037709733
Ing1,1.24E-06,-0.257032498,0.097,0.441,0.038352605
Senp1,1.25E-06,-0.250112851,0.042,0.342,0.038922989
Abl2,1.28E-06,-0.265020592,0.125,0.467,0.039798178
Mllt3,1.37E-06,-0.280094391,0.153,0.522,0.042403532
Anapc1,1.37E-06,-0.280907044,0.139,0.504,0.042626031
Mxd4,1.43E-06,-0.296570417,0.236,0.647,0.044552556
Ccdc58,1.44E-06,-0.28066825,0.278,0.71,0.044565017
Zkscan3,1.47E-06,-0.34607847,0.139,0.5,0.045646516
AY036118,1.48E-06,-0.333108377,0.056,0.368,0.045940815
Jkamp,1.49E-06,-0.268735028,0.292,0.721,0.046154395
Smarca5,1.54E-06,-0.318514489,0.806,0.996,0.047682048
Slc4a1ap,1.54E-06,-0.269070919,0.167,0.548,0.04788868
Satb1,1.61E-06,-0.268621106,0.069,0.39,0.049957799
Homer1,1.65E-06,-0.283532523,0.069,0.382,0.051366291
Srsf6,1.68E-06,-0.297418281,0.542,0.926,0.052187502
Dopey1,1.69E-06,-0.2888926,0.181,0.562,0.052527398
Cul3,1.69E-06,-0.30643981,0.361,0.812,0.052564134
Sel1l,1.79E-06,-0.250918704,0.181,0.566,0.05560863
Tmc2,1.81E-06,-0.290248284,0.056,0.357,0.056106556
Kansl1l,1.92E-06,-0.286673557,0.139,0.485,0.059758073
Xpr1,2.03E-06,-0.265222705,0.069,0.379,0.063099764
Mis18bp1,2.12E-06,-0.275114448,0.139,0.504,0.065817034
Rnf220,2.16E-06,-0.261211012,0.194,0.577,0.066989282
Thap1,2.27E-06,-0.270722239,0.028,0.309,0.070401026
Slx4ip,2.29E-06,-0.266558073,0.083,0.401,0.071126684
Ppan,2.54E-06,-0.259473721,0.194,0.581,0.078796328
Zbtb38,2.57E-06,-0.268221192,0.069,0.375,0.079923597
Cnot10,2.61E-06,-0.280099865,0.208,0.574,0.080950305
Wsb1,2.61E-06,-0.262962103,0.167,0.529,0.081107479
Crlf3,2.66E-06,-0.268493132,0.083,0.401,0.082471492
Zfp91,2.84E-06,-0.264314543,0.431,0.831,0.088309401
Ergic2,3.01E-06,-0.307409126,0.292,0.695,0.093561419
Eif3a,3.25E-06,-0.294672558,0.583,0.934,0.101049445
Actg1,3.27E-06,-0.354157888,0.917,0.993,0.10152321
Kcnq1ot1,3.63E-06,-0.271767394,0.014,0.272,0.112713215
Vps4a,3.82E-06,-0.277657235,0.194,0.577,0.118513928
Mbip,4.01E-06,-0.272835304,0.236,0.614,0.124636994
Srsf11,4.20E-06,-0.255931257,0.5,0.912,0.13034743
Irak1,4.25E-06,-0.25587583,0.014,0.268,0.131884105
Dtl,4.30E-06,-0.264999974,0.083,0.39,0.133642553
Dido1,4.31E-06,-0.259312794,0.083,0.397,0.13389069
Rad17,4.33E-06,-0.265723593,0.278,0.684,0.134607513
Arf1,4.77E-06,-0.28043981,0.389,0.798,0.148110154
Zfp36l2,4.80E-06,-0.250128379,0.153,0.489,0.149089302
Nf1,4.85E-06,-0.296704699,0.194,0.577,0.150584293
Cdc73,4.87E-06,-0.254814933,0.153,0.504,0.151251531
Mlec,5.12E-06,-0.275795765,0.153,0.5,0.159003611
Brwd1,5.32E-06,-0.285100857,0.208,0.577,0.165058407
Unc50,5.39E-06,-0.285495748,0.431,0.838,0.167428382
Ube4a,5.54E-06,-0.26373438,0.167,0.522,0.172174237
Zwilch,5.69E-06,-0.266739971,0.153,0.493,0.17675623
Cpsf6,5.89E-06,-0.252117569,0.208,0.588,0.18286383
Luc7l,6.38E-06,-0.256656522,0.292,0.71,0.198134945
Smc3,6.65E-06,-0.281978723,0.403,0.816,0.206515067
Ccar1,7.95E-06,-0.289523101,0.361,0.754,0.24698521
Rnf4,8.11E-06,-0.252222587,0.208,0.577,0.2519303
Taf7,8.30E-06,-0.276351265,0.444,0.868,0.257734931
Usp16,8.86E-06,-0.254264425,0.319,0.71,0.275205104
Nrd1,9.65E-06,-0.281228649,0.333,0.724,0.299610793
Eif5,9.65E-06,-0.270504234,0.792,0.989,0.299676434
Csnk1a1,1.05E-05,-0.250492229,0.472,0.846,0.32643666
Commd7,1.05E-05,-0.294866927,0.097,0.412,0.327385935
Taf1,1.12E-05,-0.258296122,0.139,0.463,0.34901061
Mcl1,1.14E-05,-0.254488622,0.181,0.518,0.353828781
Nmnat3,1.16E-05,-0.305486089,0.194,0.537,0.359275275
Irf3,1.16E-05,-0.288455724,0.139,0.46,0.361393461
Hnrnph1,1.20E-05,-0.281698187,0.431,0.812,0.373098852
Pkd2,1.36E-05,-0.254874656,0.028,0.276,0.423432511
Haus7,1.36E-05,-0.26778998,0.278,0.654,0.423603113
Efcab14,1.47E-05,-0.250815786,0.167,0.507,0.456265722
Hirip3,1.49E-05,-0.271448784,0.069,0.342,0.461776381
Ostc,1.52E-05,-0.307217167,0.5,0.86,0.472553598
Akap9,1.55E-05,-0.303719545,0.333,0.71,0.479884902
Hmgb3,1.64E-05,-0.282175956,0.222,0.566,0.510396848
Mybl1,1.67E-05,-0.264662981,0.042,0.294,0.517777235
Kif2a,1.85E-05,-0.286991075,0.444,0.838,0.57540112
Mbtps1,1.96E-05,-0.257758089,0.069,0.338,0.608207872
Rad9b,1.97E-05,-0.282314999,0.153,0.471,0.612617872
Trmt10a,2.04E-05,-0.273134153,0.389,0.79,0.632227211
Maged1,2.30E-05,-0.297849591,0.625,0.956,0.71377446
Ubr5,2.32E-05,-0.260186604,0.278,0.669,0.720637445
2210016F16Rik,2.48E-05,-0.25100907,0.347,0.728,0.769501936
Zc3h14,2.73E-05,-0.25217798,0.431,0.783,0.846641959
Dek,3.00E-05,-0.29371935,0.5,0.857,0.930684118
Gnas,3.22E-05,-0.316439977,0.569,0.908,0.998468412
Dmrtc2,3.39E-05,-0.254649639,0.236,0.581,1
Rbm34,3.54E-05,-0.250055421,0.264,0.632,1
Armc1,3.60E-05,-0.257219811,0.278,0.647,1
Tex15,4.81E-05,-0.296546623,0.75,0.978,1
Lars2,4.91E-05,-0.383975111,0.042,0.279,1
Hells,5.91E-05,-0.286108535,0.819,0.993,1
Huwe1,6.19E-05,-0.291608374,0.569,0.912,1
Hspa5,6.39E-05,-0.301331414,0.75,0.993,1
Ybx1,6.74E-05,-0.314525602,0.722,0.938,1
Jund,7.58E-05,-0.42697937,0.319,0.673,1
Odc1,0.000197086,-0.270444583,0.694,0.941,1
Top2a,0.000207235,-0.275186313,0.333,0.669,1
Rfc4,0.000321199,-0.261655698,0.569,0.901,1
Mum1l1,0.000337423,-0.259483632,0.139,0.386,1
Gclm,0.000445648,-0.25843106,0.611,0.93,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
